E1,E2,E3,DUB,ubiquitinBinding,proteome
,,,,A0A3P6BHK0,Q92736
,,,,A0A3P6BJM4,Q92736
,,,,A0A3P6BK29,Q92736
,,,,A0A3P6BNI4,Q92736
,,,,A0A3P6BUB3,Q92737
,,,,A0A3P6BXM7,Q92738
,,,,A0A3P6BZQ1,Q92743
,,,,A0A3P6C8S1,Q92747
,,,,A0A3P6CFP2,Q92748
,,,,A0A3P6CUH3,Q92750
,,,,A0A3P6D2M9,Q92752
,,,,A0A3P6D4Y3,Q92753
,,,,A0A3P6DJ14,Q92754
,,,,A0A3P6DXV7,Q92759
,,,,A0A3P6DY30,Q92764
,,,,A0A3P6DY67,Q92765
,,,,A0A3P6E094,Q92769
,,,,A0A3P6E528,Q92771
,,,,A0A3P6EBS3,Q92772
,,,,A0A3P6EFB6,Q92777
,,,,A0A3P6EFI4,Q92781
,,,,A0A3P6EK78,Q92783
,,,,A0A3P6EM16,Q92784
,,,,A0A3P6END8,Q92785
,,,,A0A3P6EPZ9,Q92786
,,,,A0A3P6ESY8,Q92791
,,,,A0A3P6FEP9,Q92793
,,,,A0A3P6FLH0,Q92794
,,,,A0A3P6FU28,Q92796
,,,,A0A3P6FVH6,Q92797
,,,,A0A3P6FW63,Q92800
,,,,A0A3P6G1R0,Q92802
,,,,A0A3P6G3P5,Q92805
,,,,A0A3P6GEN9,Q92806
,,,,A0A3P6GHU3,Q92817
,,,,A0A3P6GJP8,Q92819
,,,,A0A3P6GY84,Q92820
,,,,A0A3P6QT36,Q92823
,,,,A0A3P6RB54,Q92824
,,,,A0A3P6SHG3,Q92826
,,,,A0A3P6SHR8,Q92828
,,,,A0A3P6TCH1,Q92830
,,,,A0A3P6TJ59,Q92831
,,,,A0A3P6TYE9,Q92833
,,,,A0A3P7C7Q3,Q92834
,,,,A0A3P7DFY5,Q92835
,,,,A0A3P7DIQ1,Q92838
,,,,A0A3P7DTL2,Q92839
,,,,A0A3P7E345,Q92841
,,,,A0A3P7EEP2,Q92843
,,,,A0A3P7EVK2,Q92844
,,,,A0A3P7FIH1,Q92845
,,,,A0A3P7FLP4,Q92847
,,,,A0A3P7IBS1,Q92851
,,,,A0A3P7IK21,Q92854
,,,,A0A3P7JFY3,Q92859
,,,,A0A3P7L3P7,Q92870
,,,,A0A3P7MKL1,Q92871
,,,,A0A3P7NIS4,Q92874
,,,,A0A3P7NJA9,Q92876
,,,,A0A3P7NL46,Q92878
,,,,A0A3P7P0S7,Q92882
,,,,A0A3P7P829,Q92886
,,,,A0A3P7RI17,Q92887
,,,,A0A3P7TA18,Q92888
,,,,A0A3P7TZI1,Q92889
,,,,A0A3P7WAX8,Q92890
,,,,A0A3P7YTH7,Q92896
,,,,A0A3P7ZG63,Q92900
,,,,A0A3P8AG51,Q92901
,,,,A0A3P8AWL3,Q92902
,,,,A0A3P8DB00,Q92903
,,,,A0A3P8I894,Q92904
,,,,A0A3P8MYP8,Q92905
,,,,A0A3P8N5I3,Q92911
,,,,A0A3P8N5I5,Q92913
,,,,A0A3P8NK11,Q92914
,,,,A0A3P8NT69,Q92915
,,,,A0A3P8NWX0,Q92917
,,,,A0A3P8NWY3,Q92918
,,,,A0A3P8NX06,Q92922
,,,,A0A3P8PDL4,Q92925
,,,,A0A3P8PEN2,Q92928
,,,,A0A3P8PFI1,Q92930
,,,,A0A3P8PFM8,Q92932
,,,,A0A3P8PH81,Q92935
,,,,A0A3P8PPH0,Q92945
,,,,A0A3P8PR09,Q92947
,,,,A0A3P8PY80,Q92952
,,,,A0A3P8Q1L5,Q92953
,,,,A0A3P8Q1U1,Q92954
,,,,A0A3P8Q1V1,Q92956
,,,,A0A3P8Q1Y1,Q92959
,,,,A0A3P8Q2M0,Q92963
,,,,A0A3P8Q3J5,Q92966
,,,,A0A3P8Q6M2,Q92973
,,,,A0A3P8Q6U9,Q92974
,,,,A0A3P8Q7L6,Q92979
,,,,A0A3P8QDK3,Q92985
,,,,A0A3P8QE58,Q92988
,,,,A0A3P8QIZ6,Q92989
,,,,A0A3P8QV80,Q92990
,,,,A0A3P8QVW3,Q92993
,,,,A0A3P8QYK7,Q92994
,,,,A0A3P8QYS7,Q92995
,,,,A0A3P8QZ23,Q92997
,,,,A0A3P8R2I7,Q93008
,,,,A0A3P8R3M4,Q93009
,,,,A0A3P8RIB7,Q93015
,,,,A0A3P8RJW2,Q93033
,,,,A0A3P8RJW7,Q93034
,,,,A0A3P8RKB5,Q93038
,,,,A0A3P8RKE6,Q93045
,,,,A0A3P8RKT5,Q93050
,,,,A0A3P8RKW5,Q93052
,,,,A0A3P8RL64,Q93062
,,,,A0A3P8RN74,Q93063
,,,,A0A3P8RR14,Q93070
,,,,A0A3P8RTR6,Q93073
,,,,A0A3P8RUC4,Q93074
,,,,A0A3P8RZA8,Q93075
,,,,A0A3P8RZD6,Q93077
,,,,A0A3P8S8X9,Q93079
,,,,A0A3P8S912,Q93084
,,,,A0A3P8SFY4,Q93086
,,,,A0A3P8SL77,Q93088
,,,,A0A3P8SNK9,Q93091
,,,,A0A3P8SP52,Q93096
,,,,A0A3P8SP62,Q93097
,,,,A0A3P8SP74,Q93098
,,,,A0A3P8SP86,Q93099
,,,,A0A3P8SR17,Q93100
,,,,A0A3P8STR5,Q95460
,,,,A0A3P8T177,Q969D9
,,,,A0A3P8T1A3,Q969E2
,,,,A0A3P8T9Y5,Q969E8
,,,,A0A3P8TG34,Q969F1
,,,,A0A3P8TIS1,Q969F8
,,,,A0A3P8TJB0,Q969F9
,,,,A0A3P8TM41,Q969G2
,,,,A0A3P8TNR6,Q969G3
,,,,A0A3P8TTM6,Q969G5
,,,,A0A3P8U3E3,Q969G6
,,,,A0A3P8U8N5,Q969H0
,,,,A0A3P8U8R0,Q969H4
,,,,A0A3P8U9L7,Q969H6
,,,,A0A3P8UM31,Q969H8
,,,,A0A3P8URV0,Q969I3
,,,,A0A3P8UYQ0,Q969I6
,,,,A0A3P8V5N4,Q969J3
,,,,A0A3P8VDH3,Q969J5
,,,,A0A3P8VGX9,Q969K3
,,,,A0A3P8VH87,Q969K4
,,,,A0A3P8VJP3,Q969K7
,,,,A0A3P8VTK0,Q969L2
,,,,A0A3P8VZN7,Q969L4
,,,,A0A3P8W514,Q969M1
,,,,A0A3P8W5D9,Q969M2
,,,,A0A3P8W6A1,Q969M7
,,,,A0A3P8W7N4,Q969N2
,,,,A0A3P8W9T8,Q969N4
,,,,A0A3P8WB14,Q969P0
,,,,A0A3P8WBM5,Q969P5
,,,,A0A3P8WC70,Q969P6
,,,,A0A3P8WC99,Q969Q0
,,,,A0A3P8WFA1,Q969Q1
,,,,A0A3P8WI50,Q969Q4
,,,,A0A3P8WJ67,Q969Q5
,,,,A0A3P8WNF0,Q969Q6
,,,,A0A3P8WTQ0,Q969R2
,,,,A0A3P8WXJ9,Q969R5
,,,,A0A3P8WY87,Q969R8
,,,,A0A3P8X3T5,Q969S0
,,,,A0A3P8X4D0,Q969S2
,,,,A0A3P8X9S8,Q969S3
,,,,A0A3P8XI32,Q969S6
,,,,A0A3P8XIG9,Q969S8
,,,,A0A3P8XKR5,Q969S9
,,,,A0A3P8XNX1,Q969T3
,,,,A0A3P8XNX2,Q969T4
,,,,A0A3P8XPS2,Q969T7
,,,,A0A3P8XQP1,Q969T9
,,,,A0A3P8XR29,Q969U6
,,,,A0A3P8XR41,Q969U7
,,,,A0A3P8XR46,Q969V1
,,,,A0A3P8XSV6,Q969V3
,,,,A0A3P8XW87,Q969V4
,,,,A0A3P8XYQ9,Q969V5
,,,,A0A3P8Y0W7,Q969V6
,,,,A0A3P8Y1K8,Q969W0
,,,,A0A3P8Y8T8,Q969W1
,,,,A0A3P8YM10,Q969X0
,,,,A0A3P8YM64,Q969X1
,,,,A0A3P8YRH6,Q969X2
,,,,A0A3P8YV94,Q969X5
,,,,A0A3P8YYW8,Q969X6
,,,,A0A3P8YYX7,Q969Y0
,,,,A0A3P8ZDF2,Q969Y2
,,,,A0A3P8ZDT9,Q969Z0
,,,,A0A3P8ZFL6,Q969Z3
,,,,A0A3P8ZKK0,Q96A04
,,,,A0A3P8ZLP8,Q96A05
,,,,A0A3P8ZNQ0,Q96A08
,,,,A0A3P8ZNQ8,Q96A09
,,,,A0A3P8ZU47,Q96A11
,,,,A0A3P8ZU61,Q96A19
,,,,A0A3P8ZUJ7,Q96A23
,,,,A0A3P8ZWN1,Q96A25
,,,,A0A3P9A0M9,Q96A28
,,,,A0A3P9A0Z0,Q96A29
,,,,A0A3P9ACV4,Q96A32
,,,,A0A3P9AD71,Q96A33
,,,,A0A3P9AE57,Q96A35
,,,,A0A3P9ARS8,Q96A37
,,,,A0A3P9ARV0,Q96A44
,,,,A0A3P9ASS3,Q96A46
,,,,A0A3P9AVA1,Q96A47
,,,,A0A3P9B0B7,Q96A49
,,,,A0A3P9B6I6,Q96A54
,,,,A0A3P9B6K7,Q96A57
,,,,A0A3P9B6S4,Q96A58
,,,,A0A3P9BAD5,Q96A59
,,,,A0A3P9BC82,Q96A61
,,,,A0A3P9BCS3,Q96A65
,,,,A0A3P9BLJ9,Q96A70
,,,,A0A3P9BLK8,Q96A72
,,,,A0A3P9BLV1,Q96A98
,,,,A0A3P9BRH2,Q96A99
,,,,A0A3P9BTH3,Q96AA3
,,,,A0A3P9BTJ0,Q96AA8
,,,,A0A3P9BUR8,Q96AB3
,,,,A0A3P9C0L6,Q96AB6
,,,,A0A3P9C5H7,Q96AC1
,,,,A0A3P9C8K8,Q96AC6
,,,,A0A3P9CTU1,Q96AD5
,,,,A0A3P9CV76,Q96AE4
,,,,A0A3P9CVH2,Q96AE7
,,,,A0A3P9CX93,Q96AG3
,,,,A0A3P9CZ23,Q96AG4
,,,,A0A3P9D1N5,Q96AH0
,,,,A0A3P9D397,Q96AH8
,,,,A0A3P9D3P8,Q96AJ1
,,,,A0A3P9D3Z8,Q96AJ9
,,,,A0A3P9DBK0,Q96AK3
,,,,A0A3P9DCJ7,Q96AM1
,,,,A0A3P9DDG3,Q96AN5
,,,,A0A3P9DUZ4,Q96AP0
,,,,A0A3P9GY52,Q96AP4
,,,,A0A3P9H4W5,Q96AP7
,,,,A0A3P9H762,Q96AQ1
,,,,A0A3P9HE10,Q96AQ7
,,,,A0A3P9HE60,Q96AQ8
,,,,A0A3P9HEA5,Q96AT9
,,,,A0A3P9HED7,Q96AX1
,,,,A0A3P9HEK3,Q96AX2
,,,,A0A3P9HKK4,Q96AX9
,,,,A0A3P9HL01,Q96AY2
,,,,A0A3P9HL90,Q96AY3
,,,,A0A3P9HR78,Q96AY4
,,,,A0A3P9HTU8,Q96AZ1
,,,,A0A3P9HXW0,Q96AZ6
,,,,A0A3P9I0U7,Q96B02
,,,,A0A3P9I3K5,Q96B21
,,,,A0A3P9I7C7,Q96B26
,,,,A0A3P9I7E7,Q96B33
,,,,A0A3P9I7G4,Q96B42
,,,,A0A3P9IFZ9,Q96B45
,,,,A0A3P9IKE0,Q96B67
,,,,A0A3P9IMQ3,Q96B70
,,,,A0A3P9IN95,Q96B86
,,,,A0A3P9IPQ6,Q96B96
,,,,A0A3P9IVP1,Q96B97
,,,,A0A3P9IW75,Q96BD0
,,,,A0A3P9IYW8,Q96BD5
,,,,A0A3P9J0D5,Q96BD6
,,,,A0A3P9J8B5,Q96BD8
,,,,A0A3P9JDW5,Q96BF3
,,,,A0A3P9JJB2,Q96BF6
,,,,A0A3P9JQC9,Q96BH1
,,,,A0A3P9JQN2,Q96BH3
,,,,A0A3P9JS65,Q96BI1
,,,,A0A3P9JTW1,Q96BI3
,,,,A0A3P9JZ29,Q96BJ3
,,,,A0A3P9K6G1,Q96BJ8
,,,,A0A3P9K6K1,Q96BM1
,,,,A0A3P9K723,Q96BM9
,,,,A0A3P9K7I3,Q96BN2
,,,,A0A3P9K8C2,Q96BN8
,,,,A0A3P9K8D6,Q96BP2
,,,,A0A3P9KCA4,Q96BP3
,,,,A0A3P9KKF7,Q96BQ1
,,,,A0A3P9KP15,Q96BQ3
,,,,A0A3P9KU46,Q96BQ5
,,,,A0A3P9KY15,Q96BR1
,,,,A0A3P9KZ49,Q96BR5
,,,,A0A3P9L368,Q96BR6
,,,,A0A3P9L4Z1,Q96BS2
,,,,A0A3P9L544,Q96BT7
,,,,A0A3P9L565,Q96BW1
,,,,A0A3P9L653,Q96BW5
,,,,A0A3P9L663,Q96BW9
,,,,A0A3P9L6D9,Q96BX8
,,,,A0A3P9L6V7,Q96BY2
,,,,A0A3P9L724,Q96BY6
,,,,A0A3P9LCU4,Q96BY7
,,,,A0A3P9LD59,Q96BY9
,,,,A0A3P9LG36,Q96BZ4
,,,,A0A3P9LJ18,Q96BZ8
,,,,A0A3P9LJ41,Q96BZ9
,,,,A0A3P9LJD6,Q96C01
,,,,A0A3P9LLC6,Q96C03
,,,,A0A3P9LMR7,Q96C10
,,,,A0A3P9LTR4,Q96C11
,,,,A0A3P9LWT0,Q96C12
,,,,A0A3P9LX42,Q96C19
,,,,A0A3P9LXW6,Q96C23
,,,,A0A3P9M408,Q96C24
,,,,A0A3P9M4K2,Q96C36
,,,,A0A3P9M4S7,Q96C45
,,,,A0A3P9MBS3,Q96C74
,,,,A0A3P9MGL3,Q96C86
,,,,A0A3P9MGZ4,Q96C92
,,,,A0A3P9MKD3,Q96CA5
,,,,A0A3P9MMK2,Q96CB9
,,,,A0A3P9MS47,Q96CC6
,,,,A0A3P9MTJ3,Q96CD0
,,,,A0A3P9MTK2,Q96CD2
,,,,A0A3P9MTX6,Q96CE8
,,,,A0A3P9MUL7,Q96CF2
,,,,A0A3P9MZK5,Q96CG3
,,,,A0A3P9N070,Q96CG8
,,,,A0A3P9N0E9,Q96CH1
,,,,A0A3P9N8X7,Q96CJ1
,,,,A0A3P9N916,Q96CM3
,,,,A0A3P9NS58,Q96CM8
,,,,A0A3P9PEN5,Q96CN4
,,,,A0A3P9PG21,Q96CN5
,,,,A0A3P9PGA5,Q96CN7
,,,,A0A3P9PH44,Q96CN9
,,,,A0A3P9PJ17,Q96CP6
,,,,A0A3P9PS47,Q96CP7
,,,,A0A3P9PT29,Q96CQ1
,,,,A0A3P9PT49,Q96CS2
,,,,A0A3P9PYB7,Q96CS3
,,,,A0A3P9PYH9,Q96CS7
,,,,A0A3P9PZ99,Q96CT2
,,,,A0A3Q0CB32,Q96CT7
,,,,A0A3Q0CM21,Q96CU9
,,,,A0A3Q0CNE6,Q96CV9
,,,,A0A3Q0CPC0,Q96CW1
,,,,A0A3Q0CUJ6,Q96CW5
,,,,A0A3Q0CXC5,Q96CW9
,,,,A0A3Q0CYM4,Q96CX2
,,,,A0A3Q0D116,Q96CX3
,,,,A0A3Q0D202,Q96CX6
,,,,A0A3Q0DGJ2,Q96D03
,,,,A0A3Q0DI94,Q96D15
,,,,A0A3Q0DJA5,Q96D21
,,,,A0A3Q0DM57,Q96D31
,,,,A0A3Q0DQH2,Q96D42
,,,,A0A3Q0DQH6,Q96D46
,,,,A0A3Q0DRM6,Q96D53
,,,,A0A3Q0DS66,Q96D70
,,,,A0A3Q0DSD8,Q96D71
,,,,A0A3Q0DTL6,Q96D98
,,,,A0A3Q0DTM1,Q96DA0
,,,,A0A3Q0DU91,Q96DA2
,,,,A0A3Q0DWB2,Q96DA6
,,,,A0A3Q0DZN1,Q96DB2
,,,,A0A3Q0E0Y6,Q96DB5
,,,,A0A3Q0EBJ4,Q96DC7
,,,,A0A3Q0EDB5,Q96DC8
,,,,A0A3Q0EDY6,Q96DC9
,,,,A0A3Q0EFC0,Q96DD0
,,,,A0A3Q0EFQ7,Q96DD7
,,,,A0A3Q0EH37,Q96DE0
,,,,A0A3Q0EM30,Q96DE5
,,,,A0A3Q0F109,Q96DE9
,,,,A0A3Q0F263,Q96DG6
,,,,A0A3Q0F3G5,Q96DI7
,,,,A0A3Q0F3T1,Q96DL1
,,,,A0A3Q0F410,Q96DM1
,,,,A0A3Q0FE74,Q96DM3
,,,,A0A3Q0FHD1,Q96DN0
,,,,A0A3Q0FKD2,Q96DN5
,,,,A0A3Q0FPD8,Q96DP5
,,,,A0A3Q0G791,Q96DR4
,,,,A0A3Q0GA44,Q96DR7
,,,,A0A3Q0GAY3,Q96DT0
,,,,A0A3Q0GKT0,Q96DT5
,,,,A0A3Q0GLN2,Q96DT5
,,,,A0A3Q0GQ67,Q96DT5
,,,,A0A3Q0GS11,Q96DT5
,,,,A0A3Q0GS66,Q96DT5
,,,,A0A3Q0GT89,Q96DT5
,,,,A0A3Q0GW57,Q96DT5
,,,,A0A3Q0GWT2,Q96DT5
,,,,A0A3Q0GZT2,Q96DT5
,,,,A0A3Q0H0T8,Q96DT5
,,,,A0A3Q0H4L8,Q96DT5
,,,,A0A3Q0IR40,Q96DT5
,,,,A0A3Q0J0R2,Q96DT5
,,,,A0A3Q0J5R5,Q96DT5
,,,,A0A3Q0J7F4,Q96DT5
,,,,A0A3Q0KJA7,Q96DT5
,,,,A0A3Q0KJA8,Q96DT6
,,,,A0A3Q0KJM6,Q96DU3
,,,,A0A3Q0KTC4,Q96DU7
,,,,A0A3Q0QSA3,Q96DU9
,,,,A0A3Q0R157,Q96DV4
,,,,A0A3Q0R1F4,Q96DW6
,,,,A0A3Q0R4N4,Q96DX4
,,,,A0A3Q0R4U4,Q96DX5
,,,,A0A3Q0R5S0,Q96DX7
,,,,A0A3Q0R7T5,Q96DX8
,,,,A0A3Q0R8Q2,Q96DY2
,,,,A0A3Q0R975,Q96DZ1
,,,,A0A3Q0RDC6,Q96DZ5
,,,,A0A3Q0RE08,Q96DZ7
,,,,A0A3Q0RID4,Q96E11
,,,,A0A3Q0RKJ6,Q96E14
,,,,A0A3Q0RL52,Q96E17
,,,,A0A3Q0RWY5,Q96E22
,,,,A0A3Q0RYF5,Q96E29
,,,,A0A3Q0STA1,Q96E35
,,,,A0A3Q0T1F9,Q96E40
,,,,A0A3Q0T4D7,Q96E52
,,,,A0A3Q1AH80,Q96E93
,,,,A0A3Q1ASB8,Q96EA4
,,,,A0A3Q1AXP6,Q96EB1
,,,,A0A3Q1B3S3,Q96EB6
,,,,A0A3Q1BAZ4,Q96EC8
,,,,A0A3Q1BF93,Q96ED9
,,,,A0A3Q1BFS1,Q96EE3
,,,,A0A3Q1BIE3,Q96EF0
,,,,A0A3Q1BJI8,Q96EF6
,,,,A0A3Q1BKL7,Q96EF9
,,,,A0A3Q1BMT3,Q96EG1
,,,,A0A3Q1BVT2,Q96EH3
,,,,A0A3Q1BYP7,Q96EH5
,,,,A0A3Q1BZ78,Q96EH8
,,,,A0A3Q1C3X6,Q96EK4
,,,,A0A3Q1C4J9,Q96EK5
,,,,A0A3Q1C4L7,Q96EK6
,,,,A0A3Q1C5T4,Q96EK7
,,,,A0A3Q1C6Z2,Q96EK9
,,,,A0A3Q1C8C7,Q96EL2
,,,,A0A3Q1CF92,Q96EM0
,,,,A0A3Q1CLM2,Q96EN8
,,,,A0A3Q1CMS4,Q96EN9
,,,,A0A3Q1CP10,Q96EP0
,,,,A0A3Q1CQI6,Q96EP1
,,,,A0A3Q1CTU9,Q96EP5
,,,,A0A3Q1CY27,Q96EP9
,,,,A0A3Q1D2Y0,Q96EQ0
,,,,A0A3Q1D453,Q96EQ8
,,,,A0A3Q1EDB4,Q96ER3
,,,,A0A3Q1EDC1,Q96ER9
,,,,A0A3Q1EDF7,Q96ES6
,,,,A0A3Q1EIN3,Q96ES7
,,,,A0A3Q1EMI7,Q96EU6
,,,,A0A3Q1ES39,Q96EU7
,,,,A0A3Q1ESA3,Q96EV2
,,,,A0A3Q1EWY8,Q96EV8
,,,,A0A3Q1EX90,Q96EW2
,,,,A0A3Q1EXK2,Q96EX1
,,,,A0A3Q1F425,Q96EX2
,,,,A0A3Q1F6F5,Q96EX3
,,,,A0A3Q1F848,Q96EY1
,,,,A0A3Q1F995,Q96EY4
,,,,A0A3Q1FDR3,Q96EY5
,,,,A0A3Q1FEZ2,Q96EY7
,,,,A0A3Q1FIV2,Q96EY8
,,,,A0A3Q1FME3,Q96EY9
,,,,A0A3Q1FQ08,Q96EZ8
,,,,A0A3Q1FTB1,Q96F07
,,,,A0A3Q1FZY4,Q96F10
,,,,A0A3Q1FZZ8,Q96F15
,,,,A0A3Q1G0T4,Q96F24
,,,,A0A3Q1G2P3,Q96F25
,,,,A0A3Q1G3M1,Q96F44
,,,,A0A3Q1G5E2,Q96F46
,,,,A0A3Q1G8A3,Q96F63
,,,,A0A3Q1GHT8,Q96F81
,,,,A0A3Q1GHU8,Q96F85
,,,,A0A3Q1GR07,Q96F86
,,,,A0A3Q1HAG3,Q96FA3
,,,,A0A3Q1HFC7,Q96FB5
,,,,A0A3Q1HIH2,Q96FC7
,,,,A0A3Q1HPI5,Q96FC9
,,,,A0A3Q1HUM1,Q96FE5
,,,,A0A3Q1HUP3,Q96FF7
,,,,A0A3Q1HVX3,Q96FG2
,,,,A0A3Q1HZ21,Q96FH0
,,,,A0A3Q1I326,Q96FI4
,,,,A0A3Q1I6L5,Q96FJ0
,,,,A0A3Q1I951,Q96FJ2
,,,,A0A3Q1IAH7,Q96FK6
,,,,A0A3Q1ICB6,Q96FL8
,,,,A0A3Q1IE58,Q96FL9
,,,,A0A3Q1IF29,Q96FM1
,,,,A0A3Q1ILR3,Q96FN4
,,,,A0A3Q1IPW1,Q96FN5
,,,,A0A3Q1IRZ7,Q96FN9
,,,,A0A3Q1J0P6,Q96FQ6
,,,,A0A3Q1J3I7,Q96FS4
,,,,A0A3Q1J470,Q96FT7
,,,,A0A3Q1J9H2,Q96FV2
,,,,A0A3Q1JAV7,Q96FV3
,,,,A0A3Q1JBS0,Q96FV9
,,,,A0A3Q1JDH2,Q96FW1
,,,,A0A3Q1JLK4,Q96FX2
,,,,A0A3Q1JLN3,Q96FX7
,,,,A0A3Q1JLX7,Q96FX8
,,,,A0A3Q1JMZ9,Q96FZ2
,,,,A0A3Q1JN22,Q96FZ7
,,,,A0A3Q1JNW0,Q96G01
,,,,A0A3Q1JR70,Q96G03
,,,,A0A3Q1JVK2,Q96G04
,,,,A0A3Q1JWM2,Q96G21
,,,,A0A3Q1KG18,Q96G23
,,,,A0A3Q1LF87,Q96G25
,,,,A0A3Q1LKK4,Q96G28
,,,,A0A3Q1LPM7,Q96G42
,,,,A0A3Q1LPX0,Q96G46
,,,,A0A3Q1LRR7,Q96G61
,,,,A0A3Q1LUU3,Q96G74
,,,,A0A3Q1LV07,Q96G75
,,,,A0A3Q1LWU9,Q96G79
,,,,A0A3Q1M456,Q96G91
,,,,A0A3Q1M6F8,Q96G97
,,,,A0A3Q1M9H9,Q96GA7
,,,,A0A3Q1MAL1,Q96GC5
,,,,A0A3Q1MCV9,Q96GC6
,,,,A0A3Q1ME40,Q96GC9
,,,,A0A3Q1MKW5,Q96GD0
,,,,A0A3Q1MMW1,Q96GD3
,,,,A0A3Q1MN11,Q96GD4
,,,,A0A3Q1MP84,Q96GE4
,,,,A0A3Q1MQ87,Q96GE6
,,,,A0A3Q1MY85,Q96GG9
,,,,A0A3Q1N3D0,Q96GI7
,,,,A0A3Q1N3K4,Q96GJ1
,,,,A0A3Q1N3P7,Q96GK7
,,,,A0A3Q1N522,Q96GM1
,,,,A0A3Q1N5G5,Q96GM5
,,,,A0A3Q1NC46,Q96GM8
,,,,A0A3Q1NI47,Q96GN5
,,,,A0A3Q1NI65,Q96GP6
,,,,A0A3Q1NKI9,Q96GQ5
,,,,A0A3Q2CA22,Q96GQ7
,,,,A0A3Q2CA36,Q96GR2
,,,,A0A3Q2CA61,Q96GR4
,,,,A0A3Q2CBY5,Q96GS4
,,,,A0A3Q2CC03,Q96GS6
,,,,A0A3Q2CDJ1,Q96GW7
,,,,A0A3Q2CN41,Q96GW9
,,,,A0A3Q2CNW9,Q96GX1
,,,,A0A3Q2CTD9,Q96GX2
,,,,A0A3Q2CTG3,Q96GX5
,,,,A0A3Q2CZ78,Q96GX9
,,,,A0A3Q2D0M3,Q96GY3
,,,,A0A3Q2D617,Q96GZ6
,,,,A0A3Q2D9E1,Q96H12
,,,,A0A3Q2DFQ1,Q96H15
,,,,A0A3Q2DHW0,Q96H20
,,,,A0A3Q2DMT1,Q96H22
,,,,A0A3Q2DNY5,Q96H35
,,,,A0A3Q2DQ10,Q96H55
,,,,A0A3Q2E0A5,Q96H72
,,,,A0A3Q2E3E2,Q96H78
,,,,A0A3Q2EGG6,Q96H79
,,,,A0A3Q2EGQ5,Q96H86
,,,,A0A3Q2FDM4,Q96H96
,,,,A0A3Q2FVD6,Q96HA7
,,,,A0A3Q2FW34,Q96HA8
,,,,A0A3Q2FWX4,Q96HA9
,,,,A0A3Q2G211,Q96HC4
,,,,A0A3Q2GV53,Q96HD1
,,,,A0A3Q2GWU6,Q96HD9
,,,,A0A3Q2GZS7,Q96HE7
,,,,A0A3Q2H2W1,Q96HF1
,,,,A0A3Q2H2X5,Q96HH6
,,,,A0A3Q2H3I7,Q96HH9
,,,,A0A3Q2H3U7,Q96HI0
,,,,A0A3Q2HA69,Q96HJ3
,,,,A0A3Q2HC13,Q96HJ5
,,,,A0A3Q2HEZ2,Q96HJ9
,,,,A0A3Q2HFD7,Q96HL8
,,,,A0A3Q2HIX0,Q96HM7
,,,,A0A3Q2HQV0,Q96HN2
,,,,A0A3Q2HS82,Q96HP0
,,,,A0A3Q2HTC3,Q96HP4
,,,,A0A3Q2HV44,Q96HP8
,,,,A0A3Q2HVJ6,Q96HQ2
,,,,A0A3Q2HWG4,Q96HR3
,,,,A0A3Q2HWH8,Q96HS1
,,,,A0A3Q2HZ51,Q96HT8
,,,,A0A3Q2I4L2,Q96HU1
,,,,A0A3Q2IAX1,Q96HU8
,,,,A0A3Q2KM12,Q96HV5
,,,,A0A3Q2KX69,Q96HW7
,,,,A0A3Q2L736,Q96HY6
,,,,A0A3Q2L7D9,Q96HY7
,,,,A0A3Q2L844,Q96HZ4
,,,,A0A3Q2LGQ7,Q96I13
,,,,A0A3Q2LSN5,Q96I15
,,,,A0A3Q2PGM2,Q96I23
,,,,A0A3Q2PV38,Q96I24
,,,,A0A3Q2PV95,Q96I25
,,,,A0A3Q2Q2T5,Q96I27
,,,,A0A3Q2Q5T2,Q96I34
,,,,A0A3Q2Q860,Q96I36
,,,,A0A3Q2QD72,Q96I51
,,,,A0A3Q2QKB4,Q96I59
,,,,A0A3Q2QKL6,Q96I82
,,,,A0A3Q2QQA5,Q96I99
,,,,A0A3Q2QRY7,Q96IC2
,,,,A0A3Q2QS41,Q96ID5
,,,,A0A3Q2R3A2,Q96IG2
,,,,A0A3Q2T4X4,Q96II8
,,,,A0A3Q2TAU1,Q96IJ6
,,,,A0A3Q2TW06,Q96IK0
,,,,A0A3Q2TXR5,Q96IK5
,,,,A0A3Q2TZG8,Q96IL0
,,,,A0A3Q2UFN1,Q96IM9
,,,,A0A3Q2UIK3,Q96IP4
,,,,A0A3Q2UIW6,Q96IQ7
,,,,A0A3Q2UMT0,Q96IR7
,,,,A0A3Q2UWJ0,Q96IS3
,,,,A0A3Q2V032,Q96IU2
,,,,A0A3Q2V0C1,Q96IU4
,,,,A0A3Q2V2Q0,Q96IV0
,,,,A0A3Q2VAT7,Q96IV6
,,,,A0A3Q2VGB2,Q96IW7
,,,,A0A3Q2VI44,Q96IX5
,,,,A0A3Q2VMF9,Q96IX9
,,,,A0A3Q2VMX9,Q96IY1
,,,,A0A3Q2VMY7,Q96IY4
,,,,A0A3Q2VR40,Q96IZ0
,,,,A0A3Q2VUX3,Q96IZ2
,,,,A0A3Q2W0Y9,Q96IZ6
,,,,A0A3Q2W3T5,Q96J01
,,,,A0A3Q2W5Q9,Q96J02
,,,,A0A3Q2WAI7,Q96J42
,,,,A0A3Q2WCT5,Q96J65
,,,,A0A3Q2WMN2,Q96J66
